location_country,date_year,gross_enrolment_ratio_tertiary_both_sexes_percent
Angola,1999,0.545960009
Angola,2002,0.796679974
Angola,2003,2.951679945
Angola,2004,2.219850063
Angola,2005,2.748780012
Angola,2006,2.69178009
Angola,2011,6.946090221
Angola,2013,9.923569679
Angola,2015,9.308019638
Antigua and Barbuda,2009,14.81005001
Antigua and Barbuda,2010,16.2319603
Antigua and Barbuda,2011,14.36835957
Antigua and Barbuda,2012,23.48624039
Arab World,1970,5.89729023
Arab World,1971,5.890620232
Arab World,1972,6.169499874
Arab World,1973,6.531239986
Arab World,1974,6.933239937
Arab World,1975,7.477839947
Arab World,1976,8.1353302
Arab World,1977,8.775919914
Arab World,1978,9.215439796
Arab World,1979,9.260569572
Arab World,1980,9.604240417
Arab World,1981,10.18299961
Arab World,1982,10.55512047
Arab World,1983,10.73174
Arab World,1984,11.01675987
Arab World,1985,11.02036953
Arab World,1986,11.34041023
Arab World,1987,11.39387035
Arab World,1988,11.45440006
Arab World,1989,11.11903
Arab World,1990,11.1700201
Arab World,1991,10.89175987
Arab World,1992,11.49475956
Arab World,1993,12.38010979
Arab World,1994,12.98278999
Arab World,1995,13.81888008
Arab World,1996,14.79934978
Arab World,1997,15.72509956
Arab World,1998,16.5283699
Arab World,1999,17.91176033
Arab World,2000,18.16090012
Arab World,2001,18.76543045
Arab World,2002,19.56946945
Arab World,2003,19.55899048
Arab World,2004,20.69919014
Arab World,2005,21.73147964
Arab World,2006,22.19148064
Arab World,2007,22.73653984
Arab World,2008,23.43787003
Arab World,2009,24.09880066
Arab World,2010,24.76180077
Arab World,2011,24.27387047
Arab World,2012,25.77601051
Arab World,2013,27.33033943
Arab World,2014,28.17495918
Argentina,1970,13.40614986
Argentina,1971,15.37014961
Argentina,1972,16.4440403
Argentina,1973,19.48681068
Argentina,1974,22.54319954
Argentina,1975,26.71619034
Argentina,1976,26.81933022
Argentina,1977,23.87801933
Argentina,1978,21.23912048
Argentina,1979,22.13986969
Argentina,1980,21.72821045
Argentina,1981,23.17509079
Argentina,1982,23.96018982
Argentina,1983,24.99453926
Argentina,1984,28.84490967
Argentina,1985,35.64609909
Argentina,1986,37.51216888
Argentina,1987,39.27062988
Argentina,1991,38.22399902
Argentina,1994,36.78813934
Argentina,1998,46.0893898
Argentina,1999,47.97647858
Argentina,2000,53.17573929
Argentina,2001,58.33248901
Argentina,2002,62.23300934
Argentina,2003,64.80724335
Argentina,2004,65.23638916
Argentina,2005,63.78536987
Argentina,2006,66.83110046
Argentina,2007,66.35090637
Argentina,2008,68.14135742
Argentina,2009,70.53328705
Argentina,2010,73.93920135
Argentina,2011,77.45388794
Argentina,2012,78.9728775
Argentina,2013,79.98670197
Argentina,2014,82.91738892
Armenia,1986,17.56690025
Armenia,1988,18.79902077
Armenia,1989,20.45326996
Armenia,1990,23.24662018
Armenia,1991,25.42108917
Armenia,1992,25.40695953
Armenia,1993,23.06498909
Armenia,1994,19.11833954
Armenia,1995,19.01828957
Armenia,1996,16.81749916
Armenia,1997,22.4745903
Armenia,1998,33.10496902
Armenia,1999,34.6208992
Armenia,2000,34.85655975
Armenia,2001,32.81435013
Armenia,2002,35.23865891
Armenia,2003,36.20452118
Armenia,2004,36.79804993
Armenia,2005,38.36658859
Armenia,2006,41.76501846
Armenia,2007,44.3306694
Armenia,2008,46.59685135
Armenia,2009,49.14133835
Armenia,2010,50.64429855
Armenia,2011,51.00141907
Armenia,2012,43.9144783
Armenia,2013,43.31090164
Armenia,2014,44.25460815
Armenia,2015,44.30950165
Aruba,1999,28.06677055
Aruba,2000,29.65608025
Aruba,2001,29.05586052
Aruba,2002,26.69796944
Aruba,2003,26.7562809
Aruba,2004,26.30441093
Aruba,2005,31.68346977
Aruba,2006,30.90319061
Aruba,2007,33.92612839
Aruba,2008,35.24048996
Aruba,2009,35.36231995
Aruba,2010,37.35770035
Aruba,2011,38.73762131
Aruba,2012,37.75569153
Aruba,2013,16.19582939
Aruba,2014,16.4054203
Aruba,2015,15.27377987
Australia,1970,15.76842022
Australia,1971,17.03278923
Australia,1972,18.30623055
Australia,1973,19.50226974
Australia,1974,21.71735001
Australia,1975,23.17724991
Australia,1976,23.9734993
Australia,1977,24.34009933
Australia,1978,24.68696976
Australia,1979,24.91366005
Australia,1980,25.07077026
Australia,1981,25.50539017
Australia,1982,25.56134987
Australia,1983,26.27421951
Australia,1984,26.90188026
Australia,1985,27.78528023
Australia,1986,29.35474014
Australia,1987,29.4972496
Australia,1988,31.27886963
Australia,1989,32.40879822
Australia,1990,35.08403015
Australia,1991,38.01018143
Australia,1992,39.38840866
Australia,1993,65.06017303
Australia,1994,66.48654175
Australia,1995,70.20423889
Australia,1996,75.16773224
Australia,1997,80.4278183
Australia,1998,68.47367859
Australia,1999,67.28881073
Australia,2000,67.03890991
Australia,2001,67.00505066
Australia,2002,75.75243378
Australia,2003,73.39425659
Australia,2004,71.69843292
Australia,2005,72.29192352
Australia,2006,71.48291779
Australia,2007,72.51995087
Australia,2008,72.91854095
Australia,2009,76.76537323
Australia,2010,80.91708374
Australia,2011,83.47075653
Australia,2012,85.41391754
Australia,2013,86.55455017
Australia,2014,90.3065033
Austria,1971,12.21125031
Austria,1972,13.69206047
Austria,1973,15.13974953
Austria,1974,16.02931976
Austria,1975,16.71044922
Austria,1976,18.5812397
Austria,1977,19.3144207
Austria,1978,19.75102043
Austria,1979,20.45331955
Austria,1980,21.39269066
Austria,1981,22.32932091
Austria,1982,22.49537086
Austria,1983,23.02132988
Austria,1984,23.97761917
Austria,1985,25.56060982
Austria,1986,26.74003983
Austria,1987,27.85111046
Austria,1988,29.40320969
Austria,1989,30.62068939
Austria,1990,32.57228851
Austria,1991,34.73540878
Austria,1992,37.66069031
Austria,1993,39.82632828
Austria,1994,42.32712936
Austria,1995,45.04552841
Austria,1996,47.56636047
Austria,1997,49.64730072
Austria,1998,52.48339081
Austria,1999,54.51760864
Austria,2000,56.57257843
Austria,2001,56.80604172
Austria,2002,46.53516006
Austria,2003,46.42351913
Austria,2004,47.20038986
Austria,2005,47.78224182
Austria,2006,49.41302872
Austria,2007,51.22851944
Austria,2008,56.14997864
Austria,2009,60.71657944
Austria,2010,68.73217773
Austria,2011,71.0109024
Austria,2012,72.31488037
Austria,2013,80.38678741
Austria,2014,79.99864197
Austria,2015,81.54051208
Azerbaijan,1981,23.84296036
Azerbaijan,1986,24.38806915
Azerbaijan,1988,25.10750961
Azerbaijan,1989,23.97125053
Azerbaijan,1990,23.34831047
Azerbaijan,1991,23.65213013
Azerbaijan,1992,24.28284073
Azerbaijan,1993,21.4721508
Azerbaijan,1994,18.74534988
Azerbaijan,1995,17.83369064
Azerbaijan,1996,17.56649971
Azerbaijan,1997,17.20255089
Azerbaijan,2006,19.78945923
Azerbaijan,2007,19.36459923
Azerbaijan,2008,19.04788971
Azerbaijan,2009,19.05771065
Azerbaijan,2010,19.26004028
Azerbaijan,2011,19.64731026
Azerbaijan,2012,20.4384594
Azerbaijan,2013,21.44042969
Azerbaijan,2014,23.15973091
Azerbaijan,2015,25.48320007
Bahamas,1977,30.13203049
Bahamas,1978,27.53458023
Bahamas,1979,25.74852943
Bahamas,1980,18.71833038
Bahamas,1981,16.35172081
Bahamas,1982,15.19962978
Bahamas,1983,11.63673019
Bahamas,1984,13.54891968
Bahamas,1985,15.00415993
Bahamas,1986,17.45377922
Bahamas,1987,19.36623955
Bahamas,1988,20.94272041
Bahamas,1995,15.05303001
Bahrain,1971,1.513560057
Bahrain,1972,1.432240009
Bahrain,1973,1.432469964
Bahrain,1974,2.239300013
Bahrain,1975,2.238430023
Bahrain,1976,2.194890022
Bahrain,1977,3.520760059
Bahrain,1978,3.251620054
Bahrain,1979,2.764270067
Bahrain,1980,3.223119974
Bahrain,1981,4.678649902
Bahrain,1982,5.886919975
Bahrain,1985,12.16149998
Bahrain,1986,12.71714973
Bahrain,1987,9.544130325
Bahrain,1988,13.29312992
Bahrain,1991,17.22944069
Bahrain,1992,16.95248985
Bahrain,1993,17.55381966
Bahrain,1994,16.76971054
Bahrain,1995,16.56093025
Bahrain,1996,17.60573959
Bahrain,1999,21.64746094
Bahrain,2003,27.94310951
Bahrain,2005,23.95824051
Bahrain,2006,22.79460907
Bahrain,2011,43.96572113
Bahrain,2012,43.18819046
Bahrain,2013,39.52645874
Bahrain,2014,41.30863953
Bahrain,2015,43.26322937
Bangladesh,1970,2.131910086
Bangladesh,1972,2.458359957
Bangladesh,1973,2.569000006
Bangladesh,1974,3.363339901
Bangladesh,1976,2.781909943
Bangladesh,1977,2.976020098
Bangladesh,1978,2.358850002
Bangladesh,1979,3.313230038
Bangladesh,1980,3.189549923
Bangladesh,1981,3.036600113
Bangladesh,1982,3.72874999
Bangladesh,1983,4.580029964
Bangladesh,1984,4.926589966
Bangladesh,1985,4.982689857
Bangladesh,1986,4.843900204
Bangladesh,1987,4.190859795
Bangladesh,1988,3.600169897
Bangladesh,1989,3.560930014
Bangladesh,1990,4.088009834
Bangladesh,1999,5.456560135
Bangladesh,2000,5.445340157
Bangladesh,2001,6.426919937
Bangladesh,2002,6.130790234
Bangladesh,2003,6.177800179
Bangladesh,2004,5.694300175
Bangladesh,2005,6.235270023
Bangladesh,2006,7.121930122
Bangladesh,2007,7.678040028
Bangladesh,2008,8.607930183
Bangladesh,2009,10.52058029
Bangladesh,2011,13.28069019
Bangladesh,2012,13.38656044
Bangladesh,2014,13.44079971
Barbados,1971,3.208709955
Barbados,1972,4.211559772
Barbados,1973,5.101550102
Barbados,1974,5.543379784
Barbados,1981,14.41849995
Barbados,1982,17.57233047
Barbados,1984,18.62751961
Barbados,1985,19.36499977
Barbados,1989,16.81125069
Barbados,1990,16.75488091
Barbados,1991,26.12435913
Barbados,1992,27.39311981
Barbados,1993,25.50795937
Barbados,1999,34.97016144
Barbados,2000,40.58102036
Barbados,2001,39.82331848
Barbados,2007,59.74332047
Barbados,2009,75.71624756
Barbados,2010,69.81481171
Barbados,2011,65.43222809
Belarus,1971,40.93048859
Belarus,1976,37.03194046
Belarus,1980,37.80643082
Belarus,1981,39.22813034
Belarus,1982,39.55479813
Belarus,1983,40.74359131
Belarus,1984,42.05500031
Belarus,1985,43.7447319
Belarus,1986,44.74734879
Belarus,1987,45.76441956
Belarus,1988,46.70534134
Belarus,1989,47.33892059
Belarus,1990,48.77965927
Belarus,1991,47.65230179
Belarus,1992,43.8624115
Belarus,1993,43.34128952
Belarus,1994,41.43178177
Belarus,1995,40.50616074
Belarus,1996,44.69694138
Belarus,1997,45.36336136
Belarus,1998,49.4004097
Belarus,1999,52.30474854
Belarus,2000,54.61008072
Belarus,2001,56.89664841
Belarus,2002,59.36820984
Belarus,2003,62.12060928
Belarus,2004,64.34111786
Belarus,2005,67.0785675
Belarus,2006,69.44774628
Belarus,2007,71.59916687
Belarus,2008,71.24411774
Belarus,2009,74.45832062
Belarus,2010,79.42101288
Belarus,2011,85.70139313
Belarus,2012,90.43713379
Belarus,2013,91.0297699
Belarus,2014,88.85703278
Belarus,2015,87.94074249
Belgium,1971,16.86411095
Belgium,1972,17.37737083
Belgium,1973,19.42843056
Belgium,1974,20.45516014
Belgium,1975,20.7282505
Belgium,1978,24.00634003
Belgium,1979,25.26453018
Belgium,1980,24.82541084
Belgium,1981,24.32407951
Belgium,1982,26.33540916
Belgium,1983,27.13496017
Belgium,1984,28.22407913
Belgium,1985,30.95516014
Belgium,1986,31.76913071
Belgium,1987,33.19422913
Belgium,1988,34.3397789
Belgium,1989,36.04117966
Belgium,1990,38.33956146
Belgium,1991,39.91775131
Belgium,1993,45.82558823
Belgium,1994,48.89458847
Belgium,1995,54.39588165
Belgium,1996,56.23701096
Belgium,1999,56.69519043
Belgium,2000,57.5497818
Belgium,2001,58.24526978
Belgium,2002,59.11626816
Belgium,2003,59.86478043
Belgium,2004,61.24803162
Belgium,2005,61.40420151
Belgium,2006,61.95885849
Belgium,2007,61.34976959
Belgium,2008,62.10216904
Belgium,2009,65.19814301
Belgium,2010,67.71092224
Belgium,2011,69.72563171
Belgium,2012,71.24436951
Belgium,2013,72.30957031
Belgium,2014,73.31880188
Belgium,2015,75.03682709
Belize,1971,1.03271997
Belize,1972,0.845669985
Belize,1974,0.895399988
Belize,1975,0.941709995
Belize,2001,14.66629982
Belize,2002,16.50700951
Belize,2003,15.8401804
Belize,2004,15.40738964
Belize,2005,16.0301609
Belize,2006,17.03046036
Belize,2007,18.18984032
Belize,2008,19.10354042
Belize,2009,22.41007996
Belize,2010,21.87334061
Belize,2011,21.92108917
Belize,2012,24.33289909
Belize,2013,24.18479919
Belize,2015,23.29034996
Benin,1971,0.129160002
Benin,1972,0.236819997
Benin,1973,0.431349993
Benin,1974,0.709200025
Benin,1975,0.684800029
Benin,1976,0.740019977
Benin,1977,0.983739972
Benin,1978,1.087190032
Benin,1979,0.964129984
Benin,1980,1.048689961
Benin,1981,1.438899994
Benin,1982,1.710540056
Benin,1983,1.853839993
Benin,1984,1.917160034
Benin,1985,1.984300017
Benin,1986,2.377569914
Benin,1987,2.25545001
Benin,1988,2.188829899
Benin,1989,2.328530073
Benin,1990,2.122479916
Benin,1991,2.420840025
Benin,1992,2.271150112
Benin,1993,2.048609972
Benin,1994,2.091589928
Benin,1995,2.089649916
Benin,1996,2.06137991
Benin,1997,2.51079011
Benin,1999,3.229629993
Benin,2000,3.681040049
Benin,2001,4.464389801
Benin,2002,5.264689922
Benin,2003,5.819910049
Benin,2004,5.872039795
Benin,2005,5.784349918
Benin,2006,6.641930103
Benin,2007,7.903719902
Benin,2008,7.78704977
Benin,2009,9.870059967
Benin,2010,13.25990963
Benin,2011,12.36511993
Benin,2012,13.42121983
Benin,2013,15.36277962
Bermuda,1979,7.699180126
Bermuda,1980,9.963100433
Bermuda,1981,10.59972
Bermuda,2006,30.01988029
Bermuda,2007,26.17432976
Bermuda,2008,25.92593002
Bermuda,2009,32.11095047
Bermuda,2010,29.8167305
Bermuda,2011,31.16543961
Bermuda,2012,30.80260086
Bermuda,2013,29.56159973
Bermuda,2014,27.45973015
Bermuda,2015,24.30069923
Bhutan,1978,0.404929996
Bhutan,1979,0.74138999
Bhutan,1980,0.881900012
Bhutan,1983,0.738990009
Bhutan,1999,2.746309996
Bhutan,2005,4.743850231
Bhutan,2006,4.987659931
Bhutan,2007,5.398439884
Bhutan,2008,6.461229801
Bhutan,2009,6.277480125
Bhutan,2010,7.007679939
Bhutan,2011,8.741559982
Bhutan,2012,9.441300392
Bhutan,2013,10.92693043
Bolivia,1970,8.36534977
Bolivia,1971,7.534870148
Bolivia,1972,6.976210117
Bolivia,1973,7.454810143
Bolivia,1974,9.276350021
Bolivia,1989,20.30830956
Bolivia,1996,24.93843079
Bolivia,1998,28.71236992
Bolivia,1999,31.08946037
Bolivia,2000,33.56229019
Bolivia,2001,35.72240829
Bolivia,2002,36.19218063
Bolivia,2003,38.72576141
Bolivia,2004,39.09473038
Bolivia,2007,38.39057159
Bosnia and Herzegovina,2000,20.95005035
Bosnia and Herzegovina,2001,22.45634079
Bosnia and Herzegovina,2002,22.1083107
Botswana,1970,0
Botswana,1971,0
Botswana,1972,0.287409991
Botswana,1973,0.332060009
Botswana,1974,0.370570004
Botswana,1975,0.573189974
Botswana,1976,0.620350003
Botswana,1977,0.709010005
Botswana,1978,0.843069971
Botswana,1979,0.923340023
Botswana,1980,1.12451005
Botswana,1981,1.184599996
Botswana,1982,1.340469956
Botswana,1983,1.426509976
Botswana,1984,1.64241004
Botswana,1985,1.832229972
Botswana,1986,2.186749935
Botswana,1987,2.437259912
Botswana,1991,4.185070038
Botswana,1993,4.936329842
Botswana,1994,5.36796999
Botswana,1995,5.072659969
Botswana,1996,5.442399979
Botswana,1998,5.794079781
Botswana,1999,6.120510101
Botswana,2000,6.879330158
Botswana,2001,7.4302001
Botswana,2002,7.757589817
Botswana,2003,9.00992012
Botswana,2004,9.492659569
Botswana,2005,9.166080475
Botswana,2006,10.00275993
Botswana,2007,10.18006992
Botswana,2008,14.17216015
Botswana,2009,21.72014046
Botswana,2010,19.17169952
Botswana,2011,17.13014984
Botswana,2012,21.11516953
Botswana,2014,25.03587914
Botswana,2015,27.53108978
Botswana,2016,23.4330101
Brazil,1999,16.08415985
Brazil,2001,18.15427971
Brazil,2002,20.69566917
Brazil,2003,23.21698952
Brazil,2004,24.49123955
Brazil,2005,25.98962975
Brazil,2007,30.78668976
Brazil,2008,35.56209946
Brazil,2009,37.03839874
Brazil,2011,43.45983124
Brazil,2012,45.2390213
Brazil,2013,46.44657898
Brazil,2014,49.27983856
Brazil,2015,50.60491943
British Virgin Islands,2002,47.43429184
British Virgin Islands,2004,68.47498322
British Virgin Islands,2009,62.48709869
British Virgin Islands,2015,41.64149094
Brunei,1977,1.951879978
Brunei,1979,2.161950111
Brunei,1983,1.013110042
Brunei,1984,2.886349916
Brunei,1986,2.914649963
Brunei,1987,4.317629814
Brunei,1992,5.399730206
Brunei,1993,5.570879936
Brunei,1994,5.820509911
Brunei,1998,9.778420448
Brunei,1999,12.01867962
Brunei,2000,12.69112968
Brunei,2001,14.2457304
Brunei,2002,13.98145962
Brunei,2003,14.16464043
Brunei,2004,14.93257999
Brunei,2005,14.83329964
Brunei,2006,14.75751972
Brunei,2007,15.24612045
Brunei,2008,15.95436001
Brunei,2009,16.97945023
Brunei,2010,15.65480995
Brunei,2011,17.62656021
Brunei,2012,22.55349922
Brunei,2013,24.28566933
Brunei,2014,31.72533989
Brunei,2015,30.84477997
Bulgaria,1971,14.28135014
Bulgaria,1972,15.54001045
Bulgaria,1973,17.18309975
Bulgaria,1974,18.08501053
Bulgaria,1975,19.12070084
Bulgaria,1976,19.51288033
Bulgaria,1977,19.84435081
Bulgaria,1978,22.09383965
Bulgaria,1979,18.33872032
Bulgaria,1980,17.15370941
Bulgaria,1981,16.18264008
Bulgaria,1982,15.70398998
Bulgaria,1983,15.46625996
Bulgaria,1984,16.03153038
Bulgaria,1985,17.06952095
Bulgaria,1986,18.73819923
Bulgaria,1987,20.78952026
Bulgaria,1988,22.58201027
Bulgaria,1989,25.04838943
Bulgaria,1990,26.19759941
Bulgaria,1991,31.03787041
Bulgaria,1992,30.44894981
Bulgaria,1993,31.91851997
Bulgaria,1994,33.68542099
Bulgaria,1995,36.51942825
Bulgaria,1996,41.08354187
Bulgaria,1997,43.17401123
Bulgaria,1998,43.07300186
Bulgaria,1999,45.20162964
Bulgaria,2000,44.49129868
Bulgaria,2001,43.01794052
Bulgaria,2002,40.86594009
Bulgaria,2003,41.52048111
Bulgaria,2004,41.93650818
Bulgaria,2005,44.27005005
Bulgaria,2006,45.81988907
Bulgaria,2007,49.52777863
Bulgaria,2008,51.35054016
Bulgaria,2009,54.11346054
Bulgaria,2010,58.01100159
Bulgaria,2011,59.62535858
Bulgaria,2012,62.74134064
Bulgaria,2013,66.53833771
Bulgaria,2014,70.78562927
Bulgaria,2015,73.93419647
Burkina Faso,1971,0.03754
Burkina Faso,1972,0.04693
Burkina Faso,1973,0.054949999
Burkina Faso,1974,0.08602
Burkina Faso,1975,0.101199999
Burkina Faso,1976,0.201790005
Burkina Faso,1977,0.183339998
Burkina Faso,1978,0.222760007
Burkina Faso,1979,0.229230002
Burkina Faso,1980,0.21322
Burkina Faso,1981,0.278349996
Burkina Faso,1982,0.426149994
Burkina Faso,1983,0.500909984
Burkina Faso,1984,0.539619982
Burkina Faso,1985,0.593140006
Burkina Faso,1986,0.611819983
Burkina Faso,1987,0.63894999
Burkina Faso,1988,0.678569973
Burkina Faso,1989,0.754429996
Burkina Faso,1990,0.756060004
Burkina Faso,1991,0.700980008
Burkina Faso,1992,0.930050015
Burkina Faso,1993,1.081940055
Burkina Faso,1994,1.054250002
Burkina Faso,1995,1.097779989
Burkina Faso,1996,1.054270029
Burkina Faso,1997,0.96924001
Burkina Faso,1999,0.999109983
Burkina Faso,2001,1.156659961
Burkina Faso,2002,1.411880016
Burkina Faso,2003,1.601390004
Burkina Faso,2005,2.307579994
Burkina Faso,2006,2.440969944
Burkina Faso,2007,2.611819983
Burkina Faso,2008,3.180099964
Burkina Faso,2009,3.532540083
Burkina Faso,2010,3.578629971
Burkina Faso,2011,4.146450043
Burkina Faso,2012,4.558279991
Burkina Faso,2013,4.775909901
Burkina Faso,2016,5.562180042
Burundi,1971,0.172940001
Burundi,1972,0.176229998
Burundi,1973,0.165859997
Burundi,1974,0.243330002
Burundi,1975,0.249709994
Burundi,1976,0.298519999
Burundi,1979,0.455449998
Burundi,1980,0.45848
Burundi,1981,0.468459994
Burundi,1982,0.507420003
Burundi,1984,0.574410021
Burundi,1985,0.593039989
Burundi,1986,0.647059977
Burundi,1987,0.628679991
Burundi,1988,0.742799997
Burundi,1989,0.742540002
Burundi,1990,0.703069985
Burundi,1991,0.787150025
Burundi,1992,0.846509993
Burundi,1993,0.947830021
Burundi,1998,0.906390011
Burundi,1999,0.994750023
Burundi,2000,1.157400012
Burundi,2001,1.127009988
Burundi,2002,1.762060046
Burundi,2004,2.282619953
Burundi,2005,2.305350065
Burundi,2006,2.308729887
Burundi,2007,2.358230114
Burundi,2008,2.547950029
Burundi,2009,2.713140011
Burundi,2010,3.14944005
Burundi,2011,2.981899977
Burundi,2012,3.669130087
Burundi,2013,4.408170223
Burundi,2014,4.966060162
Cambodia,1971,1.406700015
Cambodia,1972,1.496000051
Cambodia,1973,1.359629989
Cambodia,1980,0.096610002
Cambodia,1981,0.084720001
Cambodia,1982,0.083420001
Cambodia,1983,0.104209997
Cambodia,1984,0.180549994
Cambodia,1985,0.251659989
Cambodia,1986,0.273279995
Cambodia,1989,0.604759991
Cambodia,1990,0.631340027
Cambodia,1991,0.747590005
Cambodia,1992,0.963750005
Cambodia,1993,1.194429994
Cambodia,1994,1.378029943
Cambodia,1995,1.377840042
Cambodia,1996,1.664080024
Cambodia,1997,1.26086998
Cambodia,2000,2.473340034
Cambodia,2001,2.372580051
Cambodia,2002,2.482110023
Cambodia,2003,2.909739971
Cambodia,2004,2.808900118
Cambodia,2005,3.378259897
Cambodia,2006,5.66012001
Cambodia,2007,7.288569927
Cambodia,2008,9.086750031
Cambodia,2009,11.71901989
Cambodia,2010,14.06062031
Cambodia,2011,15.90151024
Cambodia,2015,13.0882597
Cameroon,1971,0.464509994
Cameroon,1972,0.583329976
Cameroon,1973,0.74436003
Cameroon,1974,0.898760021
Cameroon,1975,1.025149941
Cameroon,1979,1.582690001
Cameroon,1980,1.770509958
Cameroon,1981,1.574920058
Cameroon,1982,1.630789995
Cameroon,1983,1.698699951
Cameroon,1984,1.891119957
Cameroon,1985,2.080169916
Cameroon,1987,2.344899893
Cameroon,1988,2.513639927
Cameroon,1989,2.504920006
Cameroon,1990,2.858259916
Cameroon,1991,3.156830072
Cameroon,1999,4.875520229
Cameroon,2000,4.614449978
Cameroon,2001,4.628930092
Cameroon,2002,5.055789948
Cameroon,2003,5.090799809
Cameroon,2004,5.058790207
Cameroon,2005,5.80821991
Cameroon,2006,6.758090019
Cameroon,2007,7.203750134
Cameroon,2008,7.816259861
Cameroon,2009,8.962909698
Cameroon,2010,11.03824043
Cameroon,2011,11.92603016
Cameroon,2012,12.91421032
Cameroon,2013,15.05823994
Cameroon,2014,16.00612068
Cameroon,2015,17.47789955
Canada,1976,47.91064072
Canada,1986,70.31244659
Canada,1989,82.71453857
Canada,1990,90.09741211
Canada,1991,95.06687164
Canada,1992,97.09278107
Canada,1993,87.73651123
Canada,1994,89.59411621
Canada,1995,90.03556061
Canada,1996,88.72125244
Canada,1998,59.21480179
Canada,1999,59.9892807
Canada,2000,58.8835907
Cape Verde,1999,1.85461998
Cape Verde,2000,2.012769938
Cape Verde,2001,1.70915997
Cape Verde,2002,4.061759949
Cape Verde,2003,4.691699982
Cape Verde,2004,6.092229843
Cape Verde,2005,7.461400032
Cape Verde,2006,8.316940308
Cape Verde,2007,9.297539711
Cape Verde,2008,11.47159958
Cape Verde,2009,14.46662045
Cape Verde,2010,17.30555916
Cape Verde,2011,20.08601952
Cape Verde,2012,20.12141037
Cape Verde,2013,22.31138039
Cape Verde,2014,22.98217964
Cape Verde,2015,21.70782089
Central African Republic,1971,0.103459999
Central African Republic,1974,0.239439994
Central African Republic,1975,0.254119992
Central African Republic,1976,0.397899985
Central African Republic,1977,0.429580003
Central African Republic,1978,0.567130029
Central African Republic,1979,0.807730019
Central African Republic,1980,1.10165
Central African Republic,1981,0.874339998
Central African Republic,1982,1.250990033
Central African Republic,1983,1.023579955
Central African Republic,1984,1.103180051
Central African Republic,1985,1.115980029
Central African Republic,1986,1.138910055
Central African Republic,1987,1.033740044
Central African Republic,1988,1.141720057
Central African Republic,1989,1.251139998
Central African Republic,1990,1.386430025
Central African Republic,1991,1.490319967
Central African Republic,1992,1.387009978
Central African Republic,1999,1.888520002
Central African Republic,2000,1.862100005
Central African Republic,2004,1.701550007
Central African Republic,2006,1.127820015
Central African Republic,2008,2.276109934
Central African Republic,2009,2.444760084
Central African Republic,2010,2.558259964
Central African Republic,2011,2.986819983
Central African Republic,2012,2.774159908
Chad,1971,0
Chad,1972,0.01462
Chad,1973,0.073420003
Chad,1974,0.174590006
Chad,1975,0.116619997
Chad,1976,0.148010001
Chad,1977,0.202209994
Chad,1985,0.391099989
Chad,1989,0.63924998
Chad,1996,0.564800024
Chad,1997,0.600430012
